136 6
filename num_threads num_ops num_float_ops num_comp_ops num_lambda_iter deepest_loop_level num_int_var num_float_var num_if_stmts num_if_stmts_in_loop time_seq(s) time_par(s)
../functions/mat_mat4.hpp 20 40204 20000 10102 100 2 2 0 0 0 0.00983854 0.0186085
../functions/mat_mat4.hpp 22 40204 20000 10102 100 2 2 0 0 0 0.0134308 0.0220036
../functions/mat_mat4.hpp 24 40204 20000 10102 100 2 2 0 0 0 0.0122532 0.0306105
../functions/mat_mat4.hpp 26 40204 20000 10102 100 2 2 0 0 0 0.0116358 0.0223589
../functions/mat_mat4.hpp 28 40204 20000 10102 100 2 2 0 0 0 0.0123023 0.0198699
../functions/mat_mat4.hpp 30 40204 20000 10102 100 2 2 0 0 0 0.0119639 0.021532
../functions/mat_mat4.hpp 32 40204 20000 10102 100 2 2 0 0 0 0.0106378 0.0205898
../functions/mat_mat5.hpp 1 4002004 2000000 1001002 1000 2 2 0 0 0 0.0105495 0.00953927
../functions/mat_mat5.hpp 2 4002004 2000000 1001002 1000 2 2 0 0 0 0.0106829 0.00855681
../functions/mat_mat5.hpp 4 4002004 2000000 1001002 1000 2 2 0 0 0 0.0108181 0.00957154
../functions/mat_mat5.hpp 6 4002004 2000000 1001002 1000 2 2 0 0 0 0.00964459 0.00948263
../functions/mat_mat5.hpp 8 4002004 2000000 1001002 1000 2 2 0 0 0 0.0100565 0.0119963
../functions/mat_mat5.hpp 10 4002004 2000000 1001002 1000 2 2 0 0 0 0.0104074 0.0207019
../functions/mat_mat5.hpp 12 4002004 2000000 1001002 1000 2 2 0 0 0 0.0100038 0.0178153
../functions/mat_mat5.hpp 14 4002004 2000000 1001002 1000 2 2 0 0 0 0.00923071 0.0218736
../functions/mat_mat5.hpp 16 4002004 2000000 1001002 1000 2 2 0 0 0 0.0104038 0.0219464
../functions/mat_mat5.hpp 18 4002004 2000000 1001002 1000 2 2 0 0 0 0.0102121 0.0243696
../functions/mat_mat5.hpp 20 4002004 2000000 1001002 1000 2 2 0 0 0 0.0103755 0.0212888
../functions/mat_mat5.hpp 22 4002004 2000000 1001002 1000 2 2 0 0 0 0.0131832 0.0189091
../functions/mat_mat5.hpp 24 4002004 2000000 1001002 1000 2 2 0 0 0 0.013546 0.0211641
../functions/mat_mat5.hpp 26 4002004 2000000 1001002 1000 2 2 0 0 0 0.00824386 0.0213119
../functions/mat_mat5.hpp 28 4002004 2000000 1001002 1000 2 2 0 0 0 0.0123641 0.0216207
../functions/mat_mat5.hpp 30 4002004 2000000 1001002 1000 2 2 0 0 0 0.0121565 0.0220122
../functions/mat_mat5.hpp 32 4002004 2000000 1001002 1000 2 2 0 0 0 0.011837 0.0205882
../functions/mat_mat6.hpp 1 1001006 500000 250503 500 2 2 0 1 0 0.511096 0.436767
../functions/mat_mat6.hpp 2 1001006 500000 250503 500 2 2 0 1 0 0.522332 0.304842
../functions/mat_mat6.hpp 4 1001006 500000 250503 500 2 2 0 1 0 0.519066 0.252957
../functions/mat_mat6.hpp 6 1001006 500000 250503 500 2 2 0 1 0 0.525726 0.214093
../functions/mat_mat6.hpp 8 1001006 500000 250503 500 2 2 0 1 0 0.468941 0.203569
../functions/mat_mat6.hpp 10 1001006 500000 250503 500 2 2 0 1 0 0.510192 0.36756
../functions/mat_mat6.hpp 12 1001006 500000 250503 500 2 2 0 1 0 0.518437 0.416977
../functions/mat_mat6.hpp 14 1001006 500000 250503 500 2 2 0 1 0 0.519256 0.451601
../functions/mat_mat6.hpp 16 1001006 500000 250503 500 2 2 0 1 0 0.611905 0.423442
../functions/mat_mat6.hpp 18 1001006 500000 250503 500 2 2 0 1 0 0.517797 0.431981
../functions/mat_mat6.hpp 20 1001006 500000 250503 500 2 2 0 1 0 0.647139 0.43049
../functions/mat_mat6.hpp 22 1001006 500000 250503 500 2 2 0 1 0 0.684554 0.432955
../functions/mat_mat6.hpp 24 1001006 500000 250503 500 2 2 0 1 0 0.645613 0.419397
../functions/mat_mat6.hpp 26 1001006 500000 250503 500 2 2 0 1 0 0.684459 0.453521
../functions/mat_mat6.hpp 28 1001006 500000 250503 500 2 2 0 1 0 0.660573 0.448543
../functions/mat_mat6.hpp 30 1001006 500000 250503 500 2 2 0 1 0 0.639477 0.456919
../functions/mat_mat6.hpp 32 1001006 500000 250503 500 2 2 0 1 0 0.672373 0.505515
../functions/mat_mat.hpp 1 4002004 2000000 1001002 1000 2 2 0 0 0 11.9482 11.8776
../functions/mat_mat.hpp 2 4002004 2000000 1001002 1000 2 2 0 0 0 12.3157 6.76153
../functions/mat_mat.hpp 4 4002004 2000000 1001002 1000 2 2 0 0 0 13.0956 4.12025
../functions/mat_mat.hpp 6 4002004 2000000 1001002 1000 2 2 0 0 0 12.7606 3.09565
../functions/mat_mat.hpp 8 4002004 2000000 1001002 1000 2 2 0 0 0 13.7198 2.4611
../functions/mat_mat.hpp 10 4002004 2000000 1001002 1000 2 2 0 0 0 12.9991 2.18335
../functions/mat_mat.hpp 12 4002004 2000000 1001002 1000 2 2 0 0 0 13.361 2.04114
../functions/mat_mat.hpp 14 4002004 2000000 1001002 1000 2 2 0 0 0 13.4984 2.19141
../functions/mat_mat.hpp 16 4002004 2000000 1001002 1000 2 2 0 0 0 13.4828 2.01036
../functions/mat_mat.hpp 18 4002004 2000000 1001002 1000 2 2 0 0 0 12.9505 2.15831
../functions/mat_mat.hpp 20 4002004 2000000 1001002 1000 2 2 0 0 0 12.9917 2.2353
../functions/mat_mat.hpp 22 4002004 2000000 1001002 1000 2 2 0 0 0 13.7452 2.20798
../functions/mat_mat.hpp 24 4002004 2000000 1001002 1000 2 2 0 0 0 13.7888 2.19814
../functions/mat_mat.hpp 26 4002004 2000000 1001002 1000 2 2 0 0 0 13.6919 2.06067
../functions/mat_mat.hpp 28 4002004 2000000 1001002 1000 2 2 0 0 0 13.836 2.14236
../functions/mat_mat.hpp 30 4002004 2000000 1001002 1000 2 2 0 0 0 13.8449 2.11921
../functions/mat_mat.hpp 32 4002004 2000000 1001002 1000 2 2 0 0 0 13.7677 2.20767
../functions/mat_vect.hpp 1 40002 20000 10001 10000 1 1 0 0 0 0.383322 0.351919
../functions/mat_vect.hpp 2 40002 20000 10001 10000 1 1 0 0 0 0.400138 0.199361
../functions/mat_vect.hpp 4 40002 20000 10001 10000 1 1 0 0 0 0.40785 0.123351
../functions/mat_vect.hpp 6 40002 20000 10001 10000 1 1 0 0 0 0.398491 0.0852997
../functions/mat_vect.hpp 8 40002 20000 10001 10000 1 1 0 0 0 0.416579 0.0576642
../functions/mat_vect.hpp 10 40002 20000 10001 10000 1 1 0 0 0 0.443015 0.0783517
../functions/mat_vect.hpp 12 40002 20000 10001 10000 1 1 0 0 0 0.396693 0.0891
../functions/mat_vect.hpp 14 40002 20000 10001 10000 1 1 0 0 0 0.39668 0.0977931
../functions/mat_vect.hpp 16 40002 20000 10001 10000 1 1 0 0 0 0.491658 0.0993334
../functions/mat_vect.hpp 18 40002 20000 10001 10000 1 1 0 0 0 0.404133 0.083141
../functions/mat_vect.hpp 20 40002 20000 10001 10000 1 1 0 0 0 0.543082 0.075432
../functions/mat_vect.hpp 22 40002 20000 10001 10000 1 1 0 0 0 0.449456 0.0597732
../functions/mat_vect.hpp 24 40002 20000 10001 10000 1 1 0 0 0 0.541755 0.0552652
../functions/mat_vect.hpp 26 40002 20000 10001 10000 1 1 0 0 0 0.53618 0.053318
../functions/mat_vect.hpp 28 40002 20000 10001 10000 1 1 0 0 0 0.452657 0.0542333
../functions/mat_vect.hpp 30 40002 20000 10001 10000 1 1 0 0 0 0.475947 0.0503199
../functions/mat_vect.hpp 32 40002 20000 10001 10000 1 1 0 0 0 0.443859 0.0543376
../functions/sum_up.hpp 1 400002 0 100001 0 1 1 0 0 0 0.000000628 0.000258553
../functions/sum_up.hpp 2 400002 0 100001 0 1 1 0 0 0 0.000000629 0.000387549
../functions/sum_up.hpp 4 400002 0 100001 0 1 1 0 0 0 0.000000629 0.00054588
../functions/sum_up.hpp 6 400002 0 100001 0 1 1 0 0 0 0.000000629 0.000657696
../functions/sum_up.hpp 8 400002 0 100001 0 1 1 0 0 0 0.000000628 0.000753448
../functions/sum_up.hpp 10 400002 0 100001 0 1 1 0 0 0 0.000000629 0.00135953
../functions/sum_up.hpp 12 400002 0 100001 0 1 1 0 0 0 0.000000629 0.00103093
../functions/sum_up.hpp 14 400002 0 100001 0 1 1 0 0 0 0.000000629 0.00128124
../functions/sum_up.hpp 16 400002 0 100001 0 1 1 0 0 0 0.000000628 0.0013318
../functions/sum_up.hpp 18 400002 0 100001 0 1 1 0 0 0 0.000000558 0.00139194
../functions/sum_up.hpp 20 400002 0 100001 0 1 1 0 0 0 0.000000628 0.00216159
../functions/sum_up.hpp 22 400002 0 100001 0 1 1 0 0 0 0.000000629 0.00163827
../functions/sum_up.hpp 24 400002 0 100001 0 1 1 0 0 0 0.000000628 0.00254648
../functions/sum_up.hpp 26 400002 0 100001 0 1 1 0 0 0 0.000000559 0.00218519
../functions/sum_up.hpp 28 400002 0 100001 0 1 1 0 0 0 0.000000838 0.00212506
../functions/sum_up.hpp 30 400002 0 100001 0 1 1 0 0 0 0.000000628 0.00241393
../functions/sum_up.hpp 32 400002 0 100001 0 1 1 0 0 0 0.000000628 0.00219344
